"country","year","GDP","gini","taxes","population"
Russian Federation,2007,1504469841529.42,42.3,16.5513130625157,142805114
Russian Federation,2008,1582701810889.97,41.6,15.8180678239761,142742366
Russian Federation,2009,1459251165972.78,39.8,12.9563524123963,142785349
Russian Federation,2010,1524917468442.01,39.5,13.0483488461042,142849468
Russian Federation,2011,1590489364644.29,39.7,13.9542036796753,142960908
Russian Federation,2012,1654492026998.83,40.7,13.7546730412872,143201721
Russian Federation,2013,1683535346495.76,40.9,12.933492451261,143506995
Russian Federation,2014,1695930665412.95,39.9,13.2553613046452,143819667
Russian Federation,2015,1662474715110.35,37.7,10.6420948088217,144096870
Russian Federation,2016,1665694763578.53,36.8,9.18312209969854,144342397
Russian Federation,2017,1696106853061.04,37.2,10.2884056740183,144496739
Russian Federation,2018,1743720734850.68,37.5,11.4687730024336,144477859
San Marino,2006,2082324147.78876,,17.2225010598291,29694.0
San Marino,2007,2230363289.08025,,17.6382630770194,30068.0
San Marino,2008,2219190523.69976,,17.6709153176255,30434.0
San Marino,2009,1990148833.39972,,16.9391091898649,30825.0
San Marino,2010,1881214370.93994,,15.5920229527836,31221.0
San Marino,2011,1724795655.61309,,16.1530355640829,31655.0
San Marino,2012,1603291832.10026,,18.0162574059247,32103.0
San Marino,2013,1590722471.04721,,17.0662396360759,32554.0
San Marino,2014,1579549705.66672,,18.3455831253968,32941.0
San Marino,2015,1615745175.01546,,17.8902228816041,33270.0
San Marino,2016,1653624799.59014,,16.6895193629214,33503.0
San Marino,2017,1657895541.39012,,16.4688470032622,33671.0
San Marino,2018,1683506067.26526,,17.9568167650591,33784.0
Serbia,2006,37953228515.7138,,,7411569.0
Serbia,2007,40397236364.6127,,21.3021144678086,7381579.0
Serbia,2008,42681933020.219,,21.1478438150125,7350222.0
Serbia,2009,41515968465.9198,,20.0048064707481,7320807.0
Serbia,2010,41819468691.8251,,20.2292670544804,7291436.0
Serbia,2011,42671028784.1099,,19.0547409429858,7234099.0
Serbia,2012,42380207643.5152,39.9,18.5525002126608,7199077.0
Serbia,2013,43606113097.5697,39.5,20.8387384343401,7164132.0
Serbia,2014,42912989429.7754,40.5,21.9701414004315,7130576.0
Serbia,2015,43688023451.3019,40.5,22.3552132868459,7095383.0
Serbia,2016,45146586020.325,38.8,23.2899150584378,7058322.0
Serbia,2017,46095189764.125,36.2,24.068038298589,7020858.0
Serbia,2018,48167224454.1516,,23.5981870443934,6982604.0
Slovakia,2006,77183191548.8511,25.8,16.800847388085,5373054.0
Slovakia,2007,85543697111.3733,24.7,16.7489005333346,5374622.0
Slovakia,2008,90312661014.7879,26.0,16.4458086884117,5379233.0
Slovakia,2009,85385623781.6126,27.2,15.5233082674625,5386406.0
Slovakia,2010,90398832433.9335,27.3,15.1303826918297,5391428.0
Slovakia,2011,92972684423.6731,26.5,16.0772497570946,5398384.0
Slovakia,2012,94736136629.9989,26.1,15.5316024121852,5407579.0
Slovakia,2013,95367586177.8506,28.1,16.7025974186112,5413393.0
Slovakia,2014,97886806555.4282,26.1,17.4551528580795,5418649.0
Slovakia,2015,102599958081.508,26.5,18.1892767842327,5423801.0
Slovakia,2016,104788135893.823,25.2,18.1394732748866,5430798.0
Slovakia,2017,107920798507.243,,18.6056976775634,5439232.0
Slovakia,2018,111860040781.458,25.0,18.624405804123,5446771.0
Slovenia,2006,46464917542.2106,24.4,20.893860031577,2006868.0
Slovenia,2007,49708243481.106,24.4,20.0747511166279,2018122.0
Slovenia,2008,51452924048.1751,23.7,19.4079592154111,2021316.0
Slovenia,2009,47569032084.5723,24.8,17.9971511182466,2039669.0
Slovenia,2010,48208240226.4501,24.9,18.0573023653755,2048583.0
Slovenia,2011,48623471168.9764,24.9,17.8391642699425,2052843.0
Slovenia,2012,47340084426.0571,25.6,17.8673169141809,2057159.0
Slovenia,2013,46852821092.7902,26.2,17.8998694064708,2059953.0
Slovenia,2014,48149781597.2791,25.7,18.168817949332,2061980.0
Slovenia,2015,49213931063.9334,25.4,18.4938830799173,2063531.0
Slovenia,2016,50784767161.7182,24.8,18.6066578234862,2065042.0
Slovenia,2017,53219159738.4832,24.2,18.3463608388814,2066388.0
Slovenia,2018,55552554713.0659,24.6,18.5312483312926,2073894.0
Spain,2006,1411461390559.29,33.5,,44397319
Spain,2007,1462340169523.89,34.1,,45226803
Spain,2008,1475313249889.36,34.2,,45954106
Spain,2009,1419793790647.73,34.9,,46362946
Spain,2010,1422108199783.34,35.2,,46576897
Spain,2011,1410526928100.77,35.7,,46742697
Spain,2012,1368783211618.46,35.4,,46773055
Spain,2013,1349135775978.08,36.2,,46620045
Spain,2014,1367806573139.25,36.1,,46480882
Spain,2015,1420264316878.6,36.2,,46444832
Spain,2016,1463316808003.09,35.8,,46484062
Spain,2017,1506830599353.93,34.7,13.7223107291971,46593236
Spain,2018,1543447293320.58,34.7,14.2212397684517,46797754
Sweden,2006,475064446275.73,26.4,28.5603081429543,9080505.0
Sweden,2007,491402966162.082,27.1,28.5070406755097,9148092.0
Sweden,2008,489188904610.127,28.1,27.4719371629243,9219637.0
Sweden,2009,467959130636.214,27.3,27.2335384612622,9298515.0
Sweden,2010,495812558843.31,27.7,27.3995188579747,9378126.0
Sweden,2011,511655422318.786,27.6,26.6327333985174,9449213.0
Sweden,2012,508645330091.796,27.6,26.3039107303439,9519374.0
Sweden,2013,514686895802.716,28.8,26.4675406280059,9600379.0
Sweden,2014,528366235242.641,28.4,26.5148908140545,9696110.0
Sweden,2015,552086083358.095,29.2,27.1368417099522,9799186.0
Sweden,2016,563517539985.087,29.6,28.120504703138,9923085.0
Sweden,2017,577988245098.533,28.8,28.1273850866599,10057698
Sweden,2018,589259147923.413,30.0,27.9091466033843,10175214
Switzerland,2006,558432011619.952,33.9,9.14914050100734,7483934.0
Switzerland,2007,580745403737.188,34.3,9.01425283337186,7551117.0
Switzerland,2008,596747909749.776,33.8,9.53609776378747,7647675.0
Switzerland,2009,584337741980.175,32.9,9.28175595937054,7743831.0
Switzerland,2010,603434493402.679,32.6,9.29288250859921,7824909.0
Switzerland,2011,615023126905.369,31.7,9.24255046292749,7912398.0
Switzerland,2012,622509149394.166,31.6,9.09370056598109,7996861.0
Switzerland,2013,633849198063.623,32.5,9.17162958719373,8089346.0
Switzerland,2014,649358506468.394,32.5,8.9900958525177,8188649.0
Switzerland,2015,660123368612.609,32.3,9.44687261718764,8282396.0
Switzerland,2016,673624122427.937,33.0,9.30042803315799,8373338.0
Switzerland,2017,684299849661.364,32.7,9.92912781437063,8451840.0
Switzerland,2018,704920576240.946,33.1,9.55511205283755,8514329.0
Ukraine,2006,139607929641.793,29.8,17.7648807443407,46787786
Ukraine,2007,150209086270.689,27.0,16.5007145565375,46509355
Ukraine,2008,153669941036.719,26.6,17.8801019077614,46258189
Ukraine,2009,130990467246.875,25.3,16.3877521496974,46053331
Ukraine,2010,136013155905.036,24.8,15.5705214083343,45870741
Ukraine,2011,143446957451.616,24.6,18.5150527965194,45706086
Ukraine,2012,143789339118.051,24.7,18.316557139084,45593342
Ukraine,2013,143750950398.359,24.6,17.5613807826656,45489648
Ukraine,2014,134331480637.625,24.0,17.294347838416,45272155
Ukraine,2015,121203317705.377,25.5,20.4513654211322,45154036
Ukraine,2016,123912293812.632,25.0,19.6301198096561,45004673
Ukraine,2017,126968015121.443,26.0,20.0345254939706,44831135
Ukraine,2018,131291651249.309,26.1,20.1408893342575,44622518
United Kingdom,2006,2483917165662.06,34.6,25.7565857243974,60846820
United Kingdom,2007,2542551914678.86,35.7,25.9294282009075,61322463
United Kingdom,2008,2535463784367.3,34.1,26.4974431480331,61806995
United Kingdom,2009,2431156088971.62,34.3,24.1525256810889,62276270
United Kingdom,2010,2481579504997.81,34.4,25.2945934283795,62766365
United Kingdom,2011,2513237223477.67,33.2,25.8381065222773,63258810
United Kingdom,2012,2549186468912.68,32.3,25.0789533640618,63700215
United Kingdom,2013,2604914574687.66,33.2,25.0962177925965,64128273
United Kingdom,2014,2679486211063.81,34.0,24.8771878596335,64602298
United Kingdom,2015,2742804332759.55,33.2,25.0033209334454,65116219
United Kingdom,2016,2790046007973.58,34.8,25.415949771195,65611593
United Kingdom,2017,2838601442114.14,35.1,25.6570007980638,66058859
United Kingdom,2018,2874157497314.14,,25.6203216745604,66460344
